"Browsers Info","Browsers Info"
"Advanced Mode Processor","Advanced Mode Processor"
"Browser","Browser"
"Browser Version","Browser Version"
"OS","OS"
"OS Version","OS Version"
"Device","Device"
"Device Maker","Device Maker"
"Device Type","Device Type"
"Is mobile","Is mobile"
"Is tablet","Is tablet"
"Is reader","Is reader"
"Is crawler","Is crawler"
